Customer,Date Shipped,Product ID,Brand,Channel
11001310,2/21/18,1244,Orange Cat,Direct
9897336,2/22/18,1244,Orange Cat,Direct
9898353,2/22/18,1244,Orange Cat,Direct
9895878,2/23/18,1145,Orange Cat,Direct
9896805,2/23/18,581,White Whale,Direct
9897633,2/23/18,470,Black Dog,Direct
9897660,2/23/18,239,Black Dog,Direct
9898407,2/23/18,581,White Whale,Direct
9899217,2/23/18,581,White Whale,Direct
11000080,2/23/18,239,Black Dog,Partner
11001220,2/23/18,581,White Whale,Direct
11002050,2/23/18,395,Black Dog,Direct
9899343,2/24/18,581,White Whale,Direct
9897372,2/27/18,239,Black Dog,Direct
11000250,2/27/18,581,White Whale,Direct
11002220,2/27/18,581,White Whale,Direct
11002390,2/27/18,1313,White Whale,Direct
9895851,3/1/18,581,White Whale,Direct
9896841,3/1/18,581,White Whale,Direct
9899235,3/1/18,239,Black Dog,Direct
11001350,3/1/18,581,White Whale,Direct
11003070,3/1/18,581,White Whale,Direct
9895860,3/3/18,548,White Whale,Direct
9895869,3/3/18,548,White Whale,Direct
9898380,3/3/18,968,White Whale,Direct
9899388,3/3/18,548,White Whale,Direct
11000350,3/3/18,548,White Whale,Direct
11003000,3/3/18,548,White Whale,Direct
11003090,3/3/18,581,White Whale,Direct
9896562,3/10/18,1304,Orange Cat,Direct
9896580,3/10/18,548,White Whale,Direct
9899451,3/10/18,1073,Black Dog,Direct
9899217,3/13/18,581,White Whale,Direct
9896427,3/14/18,548,White Whale,Direct
9896751,3/14/18,1304,Orange Cat,Direct
9897678,3/14/18,548,White Whale,Direct
9899271,3/14/18,548,White Whale,Direct
11000480,3/14/18,548,White Whale,Direct
11001190,3/14/18,1073,Black Dog,Direct
11001420,3/14/18,548,White Whale,Direct
11002270,3/14/18,548,White Whale,Direct
11003190,3/14/18,548,White Whale,Direct
9895878,3/16/18,1304,Orange Cat,Direct
9898407,3/17/18,548,White Whale,Direct
9899217,3/17/18,548,White Whale,Direct
11000080,3/17/18,1073,Black Dog,Partner
11002050,3/17/18,1073,Black Dog,Direct
11000070,3/21/18,1073,Black Dog,Direct
11001310,3/21/18,1145,Orange Cat,Direct
9897336,3/22/18,1145,Orange Cat,Direct
9897372,3/23/18,1073,Black Dog,Direct
9897633,3/23/18,1073,Black Dog,Direct
11001220,3/23/18,548,White Whale,Direct
9899343,3/24/18,548,White Whale,Direct
9899235,3/28/18,1073,Black Dog,Direct
11000250,3/29/18,1109,White Whale,Direct
11002220,3/29/18,1109,White Whale,Direct
9895851,3/30/18,548,White Whale,Direct
9896841,3/30/18,548,White Whale,Direct
11003070,3/30/18,548,White Whale,Direct
9895860,4/4/18,17,White Whale,Direct
9895869,4/4/18,17,White Whale,Direct
9899217,4/5/18,548,White Whale,Direct
9896805,4/6/18,17,White Whale,Direct
9897660,4/6/18,1073,Black Dog,Direct
9899388,4/7/18,17,White Whale,Direct
11000350,4/7/18,17,White Whale,Direct
11003000,4/7/18,17,White Whale,Direct
9899451,4/12/18,458,Black Dog,Direct
9896544,4/13/18,548,White Whale,Direct
9896751,4/13/18,1502,Orange Cat,Direct
11000430,4/13/18,548,White Whale,Direct
11001190,4/13/18,458,Black Dog,Direct
9896427,4/14/18,581,White Whale,Direct
9897678,4/14/18,581,White Whale,Direct
9899271,4/14/18,581,White Whale,Direct
11000480,4/14/18,581,White Whale,Direct
11001420,4/14/18,581,White Whale,Direct
11002270,4/14/18,581,White Whale,Direct
11003190,4/14/18,581,White Whale,Direct
11000070,4/19/18,446,Black Dog,Direct
11001310,4/19/18,1502,Orange Cat,Direct
11000080,4/21/18,446,Black Dog,Partner
11002050,4/21/18,446,Black Dog,Direct
9898407,4/24/18,17,White Whale,Direct
9899217,4/24/18,17,White Whale,Direct
9895878,4/25/18,1502,Orange Cat,Direct
9897336,4/25/18,1502,Orange Cat,Direct
9897372,4/25/18,446,Black Dog,Direct
9897633,4/25/18,446,Black Dog,Direct
9899343,4/27/18,17,White Whale,Direct
11001220,4/27/18,677,White Whale,Direct
9899235,4/28/18,446,Black Dog,Direct
11000250,4/28/18,17,White Whale,Direct
11002220,4/28/18,17,White Whale,Direct
11003070,4/28/18,17,White Whale,Direct
9817452,1/20/18,1145,Orange Cat,Direct
9828090,1/20/18,1145,Orange Cat,Direct
9868833,1/20/18,377,White Whale,Direct
9876114,1/20/18,377,White Whale,Direct
9876771,1/20/18,377,White Whale,Direct
9878607,1/20/18,377,White Whale,Direct
9882927,1/20/18,494,Black Dog,Direct
9898236,1/20/18,377,White Whale,Direct
9899469,1/20/18,494,Black Dog,Direct
11000370,1/20/18,377,White Whale,Direct
11002000,1/20/18,377,White Whale,Direct
11003230,1/20/18,377,White Whale,Direct
11003340,1/20/18,377,White Whale,Direct
11003360,1/20/18,494,Black Dog,Direct
11003390,1/20/18,377,White Whale,Direct
11003470,1/20/18,377,White Whale,Direct
11003480,1/20/18,494,Black Dog,Direct
11004190,1/20/18,494,Black Dog,Direct
11004200,1/20/18,377,White Whale,Direct
11004280,1/20/18,377,White Whale,Direct
11004300,1/20/18,377,White Whale,Direct
11004360,1/20/18,1304,Orange Cat,Direct
11005020,1/20/18,494,Black Dog,Direct
11005260,1/20/18,494,Black Dog,Direct
11005300,1/20/18,494,Black Dog,Direct
11006000,1/20/18,1304,Orange Cat,Direct
11006050,1/20/18,377,White Whale,Direct
11006080,1/20/18,494,Black Dog,Direct
11006360,1/20/18,377,White Whale,Direct
11006410,1/20/18,377,White Whale,Direct
11007120,1/20/18,494,Black Dog,Direct
11007200,1/20/18,377,White Whale,Direct
11007360,1/20/18,1304,Orange Cat,Direct
11008060,1/20/18,377,White Whale,Direct
11008430,1/20/18,968,White Whale,Direct
11009050,1/20/18,377,White Whale,Direct
11009100,1/20/18,1304,Orange Cat,Direct
11009200,1/20/18,377,White Whale,Direct
11009240,1/20/18,1304,Orange Cat,Direct
11009290,1/20/18,377,White Whale,Direct
11009350,1/20/18,377,White Whale,Direct
11009390,1/20/18,377,White Whale,Direct
11009450,1/20/18,494,Black Dog,Direct
11010000,1/20/18,494,Black Dog,Direct
11010100,1/20/18,1304,Orange Cat,Direct
11010300,1/20/18,377,White Whale,Direct
11010350,1/20/18,377,White Whale,Direct
11010370,1/20/18,377,White Whale,Direct
11010400,1/20/18,494,Black Dog,Direct
11010410,1/20/18,377,White Whale,Direct
11010450,1/20/18,1304,Orange Cat,Direct
11011040,1/20/18,494,Black Dog,Direct
11011050,1/20/18,377,White Whale,Direct
11011090,1/20/18,1304,Orange Cat,Direct
11011100,1/20/18,377,White Whale,Partner
11011230,1/20/18,377,White Whale,Direct
11011240,1/20/18,494,Black Dog,Direct
9868833,2/8/18,1313,White Whale,Direct
9876114,2/8/18,1313,White Whale,Direct
9878607,2/8/18,1313,White Whale,Direct
9882927,2/8/18,239,Black Dog,Direct
11009200,2/8/18,581,White Whale,Direct
9817452,2/10/18,1202,Orange Cat,Direct
9899469,2/10/18,239,Black Dog,Direct
11007200,2/10/18,1313,White Whale,Direct
11010450,2/10/18,1202,Orange Cat,Direct
11003470,2/13/18,1313,White Whale,Direct
11003480,2/13/18,239,Black Dog,Direct
11009350,2/13/18,1313,White Whale,Direct
11000370,2/14/18,581,White Whale,Direct
11003230,2/14/18,581,White Whale,Direct
9828090,2/16/18,1202,Orange Cat,Direct
9898236,2/16/18,1313,White Whale,Direct
11004190,2/16/18,239,Black Dog,Direct
11004280,2/16/18,1313,White Whale,Direct
11004300,2/16/18,1313,White Whale,Direct
11005020,2/16/18,239,Black Dog,Direct
11006000,2/16/18,1202,Orange Cat,Direct
11007360,2/16/18,1202,Orange Cat,Direct
11008060,2/16/18,1313,White Whale,Direct
11010000,2/16/18,239,Black Dog,Direct
11010100,2/16/18,1202,Orange Cat,Direct
11010350,2/16/18,1313,White Whale,Direct
11011050,2/16/18,581,White Whale,Direct
11011090,2/16/18,1202,Orange Cat,Direct
11003340,2/17/18,581,White Whale,Direct
11005300,2/17/18,239,Black Dog,Direct
11011040,2/17/18,239,Black Dog,Direct
11011230,2/17/18,581,White Whale,Direct
11011240,2/17/18,239,Black Dog,Direct
11002000,2/22/18,581,White Whale,Direct
11004360,2/22/18,1244,Orange Cat,Direct
11009100,2/22/18,1244,Orange Cat,Direct
11006050,2/23/18,581,White Whale,Direct
11006080,2/23/18,239,Black Dog,Direct
11006360,2/23/18,581,White Whale,Direct
11007120,2/23/18,239,Black Dog,Direct
11009290,2/23/18,581,White Whale,Direct
11010300,2/23/18,581,White Whale,Direct
11003360,2/27/18,239,Black Dog,Direct
11009450,2/27/18,239,Black Dog,Direct
11010400,2/27/18,239,Black Dog,Direct
11010410,2/27/18,581,White Whale,Direct
11011100,2/28/18,581,White Whale,Partner
9876771,3/1/18,581,White Whale,Direct
11003390,3/1/18,581,White Whale,Direct
11004200,3/1/18,581,White Whale,Direct
11005260,3/1/18,239,Black Dog,Direct
11010370,3/1/18,581,White Whale,Direct
11003340,3/2/18,548,White Whale,Direct
11010000,3/2/18,1073,Black Dog,Direct
11007360,3/3/18,1145,Orange Cat,Direct
11010100,3/3/18,1145,Orange Cat,Direct
11010350,3/3/18,548,White Whale,Direct
9882927,3/8/18,284,Black Dog,Direct
11003230,3/8/18,17,White Whale,Direct
9868833,3/9/18,548,White Whale,Direct
9899469,3/10/18,1073,Black Dog,Direct
9817452,3/13/18,1304,Orange Cat,Direct
11000370,3/13/18,17,White Whale,Direct
9828090,3/14/18,1304,Orange Cat,Direct
9898236,3/14/18,548,White Whale,Direct
11004280,3/14/18,548,White Whale,Direct
11004300,3/14/18,1388,White Whale,Direct
11005020,3/14/18,1073,Black Dog,Direct
11006000,3/16/18,1145,Orange Cat,Direct
11005300,3/17/18,1073,Black Dog,Direct
11006050,3/17/18,548,White Whale,Direct
11006080,3/17/18,1073,Black Dog,Direct
11006360,3/17/18,548,White Whale,Direct
11007120,3/17/18,1073,Black Dog,Direct
11010300,3/17/18,548,White Whale,Direct
11002000,3/20/18,581,White Whale,Direct
11009290,3/20/18,548,White Whale,Direct
11011230,3/20/18,548,White Whale,Direct
11011240,3/20/18,1073,Black Dog,Direct
11011040,3/21/18,1073,Black Dog,Direct
11004360,3/22/18,1145,Orange Cat,Direct
11009100,3/22/18,1145,Orange Cat,Direct
11002000,3/23/18,548,White Whale,Direct
11003360,3/23/18,1073,Black Dog,Direct
11005260,3/28/18,1073,Black Dog,Direct
11009450,3/28/18,1073,Black Dog,Direct
11010400,3/28/18,1073,Black Dog,Direct
11010410,3/28/18,548,White Whale,Direct
9876771,3/30/18,548,White Whale,Direct
11003390,3/30/18,548,White Whale,Direct
11004200,3/30/18,548,White Whale,Direct
11010370,3/30/18,548,White Whale,Direct
11011100,3/31/18,1388,White Whale,Partner
11003340,4/4/18,17,White Whale,Direct
11010000,4/4/18,458,Black Dog,Direct
11010450,4/4/18,1415,Orange Cat,Direct
11003230,4/6/18,548,White Whale,Direct
11010350,4/7/18,17,White Whale,Direct
11007360,4/11/18,1415,Orange Cat,Direct
9817452,4/12/18,1502,Orange Cat,Direct
9899469,4/12/18,458,Black Dog,Direct
11000370,4/12/18,1109,White Whale,Direct
9828090,4/13/18,1502,Orange Cat,Direct
9898236,4/13/18,17,White Whale,Direct
11002000,4/13/18,17,White Whale,Direct
11004190,4/14/18,1073,Black Dog,Direct
11004280,4/14/18,581,White Whale,Direct
11004300,4/14/18,581,White Whale,Direct
11009290,4/18/18,17,White Whale,Direct
11011040,4/18/18,446,Black Dog,Direct
11011230,4/18/18,17,White Whale,Direct
11011240,4/18/18,446,Black Dog,Direct
11006080,4/21/18,446,Black Dog,Direct
11007120,4/21/18,446,Black Dog,Direct
11006050,4/24/18,17,White Whale,Direct
11006360,4/24/18,17,White Whale,Direct
11010300,4/24/18,17,White Whale,Direct
11009450,4/26/18,446,Black Dog,Direct
11010400,4/26/18,446,Black Dog,Direct
11010410,4/26/18,17,White Whale,Direct
11003390,4/28/18,17,White Whale,Direct
11004200,4/28/18,17,White Whale,Direct
11005260,4/28/18,446,Black Dog,Direct
11010370,4/28/18,17,White Whale,Direct
11011100,4/28/18,17,White Whale,Partner
9858060,1/22/18,377,White Whale,Direct
9858060,3/1/18,581,White Whale,Direct
9858060,3/29/18,548,White Whale,Direct
9810216,1/23/18,1145,Orange Cat,Direct
9887481,1/23/18,377,White Whale,Direct
9889335,1/23/18,377,White Whale,Direct
9889515,1/23/18,377,White Whale,Direct
9892116,1/23/18,494,Black Dog,Direct
9892125,1/23/18,377,White Whale,Direct
9892161,1/23/18,377,White Whale,Direct
9893106,1/23/18,1244,Orange Cat,Direct
9895653,1/23/18,377,White Whale,Direct
11012080,1/23/18,494,Black Dog,Direct
11012100,1/23/18,1304,Orange Cat,Direct
11012210,1/23/18,494,Black Dog,Direct
11012230,1/23/18,494,Black Dog,Direct
11012370,1/23/18,377,White Whale,Direct
11013020,1/23/18,377,White Whale,Direct
11013110,1/23/18,1304,Orange Cat,Direct
11013170,1/23/18,494,Black Dog,Direct
11013250,1/23/18,1073,Black Dog,Direct
11013440,1/23/18,494,Black Dog,Direct
11014090,1/23/18,377,White Whale,Direct
11014140,1/23/18,377,White Whale,Direct
11014210,1/23/18,494,Black Dog,Direct
11014300,1/23/18,494,Black Dog,Direct
11015040,1/23/18,377,White Whale,Direct
11015060,1/23/18,377,White Whale,Direct
11015080,1/23/18,494,Black Dog,Direct
11015180,1/23/18,377,White Whale,Direct
11015210,1/23/18,377,White Whale,Direct
11015240,1/23/18,377,White Whale,Direct
11015260,1/23/18,377,White Whale,Direct
11015360,1/23/18,377,White Whale,Direct
11015490,1/23/18,494,Black Dog,Direct
11016390,1/23/18,377,White Whale,Direct
11016400,1/23/18,494,Black Dog,Direct
11016450,1/23/18,377,White Whale,Direct
11017030,1/23/18,1244,Orange Cat,Direct
11017040,1/23/18,377,White Whale,Direct
11017080,1/23/18,1244,Orange Cat,Direct
11017330,1/23/18,377,White Whale,Direct
11017400,1/23/18,377,White Whale,Direct
11017450,1/23/18,377,White Whale,Direct
11018180,1/23/18,377,White Whale,Direct
11018300,1/23/18,377,White Whale,Direct
11018470,1/23/18,377,White Whale,Direct
11019080,1/23/18,494,Black Dog,Direct
11019250,1/23/18,377,White Whale,Direct
11019400,1/23/18,377,White Whale,Direct
11019470,1/23/18,377,White Whale,Partner
11020100,1/23/18,1244,Orange Cat,Direct
11020350,1/23/18,377,White Whale,Direct
11021090,1/23/18,1244,Orange Cat,Direct
11021150,1/23/18,377,White Whale,Direct
11021160,1/23/18,494,Black Dog,Direct
11021460,1/23/18,377,White Whale,Direct
11022070,1/23/18,1244,Orange Cat,Direct
11022080,1/23/18,377,White Whale,Direct
11022110,1/23/18,377,White Whale,Direct
11022150,1/23/18,377,White Whale,Direct
11023360,1/23/18,494,Black Dog,Direct
11023490,1/23/18,377,White Whale,Direct
11024060,1/23/18,377,White Whale,Direct
11024080,1/23/18,377,White Whale,Direct
11024090,1/23/18,377,White Whale,Direct
11024160,1/23/18,494,Black Dog,Direct
11024170,1/23/18,377,White Whale,Direct
11024190,1/23/18,1244,Orange Cat,Direct
11024250,1/23/18,377,White Whale,Direct
11024270,1/23/18,1244,Orange Cat,Direct
11025080,1/23/18,377,White Whale,Direct
11025120,1/23/18,494,Black Dog,Direct
11025220,1/23/18,494,Black Dog,Direct
11025300,1/23/18,1244,Orange Cat,Direct
11025370,1/23/18,377,White Whale,Direct
11025420,1/23/18,377,White Whale,Direct
11025460,1/23/18,377,White Whale,Direct
11026080,1/23/18,377,White Whale,Partner
11026140,1/23/18,1202,Orange Cat,Direct
11026230,1/23/18,494,Black Dog,Direct
11026280,1/23/18,377,White Whale,Direct
11026310,1/23/18,377,White Whale,Direct
11027020,1/23/18,494,Black Dog,Direct
11027030,1/23/18,494,Black Dog,Direct
11027160,1/23/18,1244,Orange Cat,Direct
11027280,1/23/18,377,White Whale,Direct
11027310,1/23/18,377,White Whale,Direct
11027430,1/23/18,377,White Whale,Direct
11028060,1/23/18,377,White Whale,Direct
11028200,1/23/18,377,White Whale,Direct
11028210,1/23/18,377,White Whale,Direct
11028250,1/23/18,494,Black Dog,Direct
11028270,1/23/18,1244,Orange Cat,Direct
11028360,1/23/18,494,Black Dog,Direct
11029040,1/23/18,377,White Whale,Direct
11029070,1/23/18,377,White Whale,Direct
11029150,1/23/18,377,White Whale,Direct
11029340,1/23/18,494,Black Dog,Direct
11029350,1/23/18,1244,Orange Cat,Direct
11029370,1/23/18,377,White Whale,Direct
11029420,1/23/18,377,White Whale,Direct
11029430,1/23/18,1244,Orange Cat,Direct
11029460,1/23/18,377,White Whale,Direct
11029470,1/23/18,494,Black Dog,Direct
11027160,2/3/18,1244,Orange Cat,Direct
9810216,2/10/18,1202,Orange Cat,Direct
11015240,2/10/18,1313,White Whale,Direct
11015360,2/10/18,1313,White Whale,Direct
11016390,2/10/18,1313,White Whale,Direct
11018470,2/10/18,1313,White Whale,Direct
11024060,2/10/18,1313,White Whale,Direct
11024250,2/10/18,1313,White Whale,Direct
11026280,2/10/18,1313,White Whale,Direct
11027160,2/10/18,1202,Orange Cat,Direct
11024160,2/13/18,239,Black Dog,Direct
11025220,2/13/18,239,Black Dog,Direct
11027310,2/13/18,1313,White Whale,Direct
11027430,2/13/18,1313,White Whale,Direct
11016400,2/14/18,239,Black Dog,Direct
11025420,2/14/18,581,White Whale,Direct
11027280,2/14/18,581,White Whale,Direct
11029070,2/14/18,581,White Whale,Direct
9893106,2/15/18,1202,Orange Cat,Direct
11012210,2/16/18,239,Black Dog,Direct
11013250,2/16/18,239,Black Dog,Direct
11013440,2/16/18,239,Black Dog,Direct
11014210,2/16/18,239,Black Dog,Direct
11015210,2/16/18,1313,White Whale,Direct
11016450,2/16/18,1313,White Whale,Direct
11018300,2/16/18,1313,White Whale,Direct
11019080,2/16/18,239,Black Dog,Direct
11019400,2/16/18,1313,White Whale,Direct
11020100,2/16/18,1202,Orange Cat,Direct
11020350,2/16/18,1313,White Whale,Direct
11021090,2/16/18,1202,Orange Cat,Direct
11022080,2/16/18,1313,White Whale,Direct
11022110,2/16/18,1313,White Whale,Direct
11022150,2/16/18,1313,White Whale,Direct
11024090,2/16/18,1313,White Whale,Direct
11024170,2/16/18,1313,White Whale,Direct
11024190,2/16/18,1202,Orange Cat,Direct
11025300,2/16/18,1502,Orange Cat,Direct
11027020,2/16/18,239,Black Dog,Direct
11027030,2/16/18,284,Black Dog,Direct
11028200,2/16/18,581,White Whale,Direct
11028210,2/16/18,1313,White Whale,Direct
11028250,2/16/18,239,Black Dog,Direct
11028270,2/16/18,1202,Orange Cat,Direct
11028360,2/16/18,239,Black Dog,Direct
11029370,2/16/18,1313,White Whale,Direct
11029420,2/16/18,1313,White Whale,Direct
11013020,2/17/18,581,White Whale,Direct
11015080,2/17/18,395,Black Dog,Direct
11017080,2/17/18,1145,Orange Cat,Direct
11029340,2/17/18,239,Black Dog,Direct
11014140,2/21/18,581,White Whale,Direct
11014300,2/21/18,239,Black Dog,Direct
11021460,2/21/18,581,White Whale,Direct
11025300,2/21/18,1202,Orange Cat,Direct
11029150,2/21/18,581,White Whale,Direct
11019470,2/22/18,581,White Whale,Partner
11025370,2/22/18,581,White Whale,Direct
11012080,2/23/18,239,Black Dog,Direct
11013170,2/23/18,239,Black Dog,Direct
11014090,2/23/18,581,White Whale,Direct
11021150,2/23/18,581,White Whale,Direct
11021160,2/23/18,239,Black Dog,Direct
11026230,2/23/18,395,Black Dog,Direct
11028060,2/23/18,581,White Whale,Direct
11029350,2/23/18,1145,Orange Cat,Direct
11015040,2/24/18,581,White Whale,Direct
11017330,2/27/18,581,White Whale,Direct
11017450,2/27/18,581,White Whale,Direct
11023360,2/27/18,239,Black Dog,Direct
11023490,2/27/18,581,White Whale,Direct
9895653,2/28/18,1313,White Whale,Direct
11017400,2/28/18,581,White Whale,Direct
11024080,2/28/18,581,White Whale,Direct
11015060,3/1/18,581,White Whale,Direct
11015490,3/1/18,239,Black Dog,Direct
11024270,3/1/18,1202,Orange Cat,Direct
11025460,3/1/18,581,White Whale,Direct
11015240,3/2/18,548,White Whale,Direct
11012210,3/3/18,1073,Black Dog,Direct
11014210,3/3/18,1073,Black Dog,Direct
11020100,3/3/18,1304,Orange Cat,Direct
11022080,3/3/18,548,White Whale,Direct
11024060,3/3/18,548,White Whale,Direct
11024090,3/3/18,548,White Whale,Direct
11025420,3/8/18,17,White Whale,Direct
11029070,3/8/18,17,White Whale,Direct
9889335,3/9/18,581,White Whale,Direct
11016390,3/9/18,548,White Whale,Direct
11016400,3/9/18,1073,Black Dog,Direct
11024250,3/9/18,548,White Whale,Direct
11027310,3/9/18,548,White Whale,Direct
9810216,3/10/18,1304,Orange Cat,Direct
11026280,3/10/18,548,White Whale,Direct
11027160,3/10/18,1304,Orange Cat,Direct
11027430,3/10/18,548,White Whale,Direct
11028200,3/10/18,548,White Whale,Direct
11015210,3/14/18,548,White Whale,Direct
11016450,3/14/18,548,White Whale,Direct
11018300,3/14/18,548,White Whale,Direct
11019400,3/14/18,548,White Whale,Direct
11020350,3/14/18,548,White Whale,Direct
11022110,3/14/18,548,White Whale,Direct
11022150,3/14/18,548,White Whale,Direct
11024190,3/14/18,1304,Orange Cat,Direct
11025300,3/14/18,1304,Orange Cat,Direct
11027020,3/14/18,314,Black Dog,Direct
11027030,3/14/18,1073,Black Dog,Direct
11027280,3/14/18,17,White Whale,Direct
11028210,3/14/18,548,White Whale,Direct
11028270,3/14/18,1304,Orange Cat,Direct
11028360,3/14/18,1073,Black Dog,Direct
11029350,3/16/18,1304,Orange Cat,Direct
11013170,3/17/18,1073,Black Dog,Direct
11026230,3/17/18,1073,Black Dog,Direct
11028060,3/17/18,548,White Whale,Direct
11012080,3/21/18,314,Black Dog,Direct
11013020,3/21/18,548,White Whale,Direct
11015080,3/21/18,1073,Black Dog,Direct
11017080,3/21/18,1304,Orange Cat,Direct
11021460,3/21/18,548,White Whale,Direct
11029150,3/21/18,548,White Whale,Direct
11029340,3/21/18,1073,Black Dog,Direct
11014140,3/22/18,548,White Whale,Direct
11025370,3/22/18,17,White Whale,Direct
11014300,3/23/18,314,Black Dog,Direct
11019470,3/23/18,1388,White Whale,Partner
11023360,3/23/18,1073,Black Dog,Direct
11015040,3/24/18,548,White Whale,Direct
11015180,3/24/18,581,White Whale,Direct
11023490,3/27/18,548,White Whale,Direct
11015490,3/28/18,1073,Black Dog,Direct
11024080,3/28/18,1109,White Whale,Direct
11017330,3/29/18,17,White Whale,Direct
11017450,3/29/18,1109,White Whale,Direct
11015060,3/30/18,548,White Whale,Direct
11025460,3/30/18,548,White Whale,Direct
11026310,3/31/18,581,White Whale,Direct
11029040,3/31/18,581,White Whale,Direct
11015240,4/5/18,17,White Whale,Direct
11024060,4/5/18,17,White Whale,Direct
11025420,4/6/18,548,White Whale,Direct
11029070,4/6/18,548,White Whale,Direct
11016390,4/10/18,581,White Whale,Direct
11022080,4/10/18,17,White Whale,Direct
11024090,4/10/18,17,White Whale,Direct
9810216,4/11/18,1502,Orange Cat,Direct
11014210,4/11/18,458,Black Dog,Direct
11015360,4/11/18,548,White Whale,Direct
11016400,4/11/18,314,Black Dog,Direct
11024250,4/11/18,581,White Whale,Direct
11026280,4/11/18,581,White Whale,Direct
11027160,4/11/18,1502,Orange Cat,Direct
11027310,4/11/18,581,White Whale,Direct
11028200,4/11/18,17,White Whale,Direct
11027280,4/12/18,1109,White Whale,Direct
11015210,4/13/18,581,White Whale,Direct
11016450,4/13/18,581,White Whale,Direct
11018300,4/13/18,581,White Whale,Direct
11019400,4/13/18,581,White Whale,Direct
11020350,4/13/18,581,White Whale,Direct
11022110,4/13/18,581,White Whale,Direct
11022150,4/13/18,581,White Whale,Direct
11024190,4/13/18,1502,Orange Cat,Direct
11025300,4/13/18,1502,Orange Cat,Direct
11027020,4/13/18,458,Black Dog,Direct
11027030,4/13/18,458,Black Dog,Direct
11028210,4/13/18,581,White Whale,Direct
11028270,4/13/18,1502,Orange Cat,Direct
11028360,4/13/18,458,Black Dog,Direct
11015080,4/18/18,446,Black Dog,Direct
11014140,4/19/18,17,White Whale,Direct
11017080,4/19/18,1502,Orange Cat,Direct
11029150,4/19/18,17,White Whale,Direct
11025370,4/20/18,548,White Whale,Direct
9889335,4/21/18,548,White Whale,Direct
11013170,4/21/18,446,Black Dog,Direct
11026230,4/21/18,446,Black Dog,Direct
11012080,4/21/18,446,Black Dog,Direct
11019470,4/24/18,17,White Whale,Partner
11023360,4/25/18,446,Black Dog,Direct
11017330,4/26/18,968,White Whale,Direct
11017400,4/26/18,17,White Whale,Direct
11024080,4/27/18,17,White Whale,Direct
11015060,4/28/18,17,White Whale,Direct
11015490,4/28/18,446,Black Dog,Direct
11025460,4/28/18,17,White Whale,Direct
11026310,4/28/18,548,White Whale,Direct
11029040,4/28/18,548,White Whale,Direct
9895833,1/24/18,377,White Whale,Direct
9898317,1/24/18,377,White Whale,Direct
11003200,1/24/18,377,White Whale,Direct
11012090,1/24/18,494,Black Dog,Direct
11013200,1/24/18,377,White Whale,Direct
11020280,1/24/18,494,Black Dog,Direct
11030190,1/24/18,377,White Whale,Direct
11030380,1/24/18,377,White Whale,Direct
11030460,1/24/18,494,Black Dog,Direct
11031040,1/24/18,377,White Whale,Direct
11031220,1/24/18,494,Black Dog,Direct
11031240,1/24/18,377,White Whale,Direct
11031310,1/24/18,377,White Whale,Direct
11031360,1/24/18,494,Black Dog,Direct
11031490,1/24/18,494,Black Dog,Direct
11032440,1/24/18,377,White Whale,Direct
11033090,1/24/18,494,Black Dog,Direct
11033270,1/24/18,377,White Whale,Direct
11034000,1/24/18,377,White Whale,Direct
11034100,1/24/18,377,White Whale,Direct
11034120,1/24/18,377,White Whale,Direct
11034320,1/24/18,377,White Whale,Direct
11035260,1/24/18,377,White Whale,Direct
11035270,1/24/18,494,Black Dog,Direct
11035410,1/24/18,377,White Whale,Direct
11036020,1/24/18,377,White Whale,Direct
11036050,1/24/18,377,White Whale,Direct
11033090,2/10/18,239,Black Dog,Direct
11013200,2/14/18,581,White Whale,Direct
11030190,2/14/18,581,White Whale,Direct
11031490,2/14/18,239,Black Dog,Direct
9895833,2/15/18,581,White Whale,Direct
9898317,2/15/18,581,White Whale,Direct
11003200,2/15/18,17,White Whale,Direct
11012090,2/15/18,284,Black Dog,Direct
11020280,2/16/18,239,Black Dog,Direct
11030380,2/16/18,1313,White Whale,Direct
11031240,2/16/18,1313,White Whale,Direct
11033270,2/16/18,1313,White Whale,Direct
11034100,2/16/18,1313,White Whale,Direct
11031360,2/17/18,239,Black Dog,Direct
11035260,2/17/18,581,White Whale,Direct
11035270,2/17/18,239,Black Dog,Direct
11035410,2/17/18,581,White Whale,Direct
11031040,2/24/18,581,White Whale,Direct
11036020,2/27/18,581,White Whale,Direct
11036050,2/27/18,581,White Whale,Direct
11032440,2/28/18,581,White Whale,Direct
11031490,3/2/18,1073,Black Dog,Direct
11034320,3/2/18,581,White Whale,Direct
11031220,3/7/18,314,Black Dog,Direct
11030460,3/8/18,314,Black Dog,Direct
9895833,3/9/18,548,White Whale,Direct
11003200,3/9/18,548,White Whale,Direct
11033090,3/9/18,1073,Black Dog,Direct
11020280,3/14/18,1073,Black Dog,Direct
11030380,3/14/18,548,White Whale,Direct
11033270,3/14/18,548,White Whale,Direct
11012090,3/16/18,1073,Black Dog,Direct
11031360,3/21/18,1073,Black Dog,Direct
11012090,3/22/18,284,Black Dog,Direct
11012090,3/23/18,284,Black Dog,Direct
11012090,3/23/18,1073,Black Dog,Direct
11012090,3/23/18,314,Black Dog,Direct
11031040,3/24/18,548,White Whale,Direct
11032440,3/28/18,1109,White Whale,Direct
11031490,4/3/18,458,Black Dog,Direct
11031220,4/4/18,1073,Black Dog,Direct
